ts,Tipo,DOW_name,ROI,score_oos,score_all,score_source
2025-09-06 09:01:00,FT,Sáb,0.95,0.40742145272637015,0.41706842629797297,global_fallback
2025-09-06 09:04:00,FH,Sáb,1.19,0.4085001319732144,0.4215337244648587,global_fallback
2025-09-06 09:20:00,FH,Sáb,-1.0,0.37394007132839885,0.38336665516285745,global_fallback
2025-09-06 09:33:00,FH,Sáb,1.0899999999999999,0.39242968514960685,0.39138279572488766,global_fallback
2025-09-06 09:39:00,FH,Sáb,-1.0,0.4100855623015287,0.4202522160399554,global_fallback
2025-09-06 10:02:00,FT,Sáb,-1.0,0.40936822817203,0.4179574818008012,global_fallback
2025-09-06 10:07:00,FH,Sáb,-0.5,0.4139375553758916,0.4239007927442559,global_fallback
2025-09-06 10:21:00,FT,Sáb,0.94,0.4088061324419404,0.418452655400241,global_fallback
2025-09-06 10:22:00,FT,Sáb,-0.5,0.4107865634193273,0.42032040759597394,global_fallback
2025-09-06 10:24:00,FH,Sáb,-1.0,0.41198763057174204,0.42305675954634747,global_fallback
2025-09-06 10:59:00,FT,Sáb,-1.0,0.4028326663115042,0.40952643780268166,global_fallback
2025-09-06 11:53:00,FT,Sáb,0.99,0.3914769774527103,0.3984523707446177,global_fallback
2025-09-06 11:56:00,FH,Sáb,0.0,0.3997003268481944,0.4010231533134911,global_fallback
2025-09-07 10:58:00,FH,Dom,-1.0,0.3934713879257604,0.39817602309051786,global_fallback
2025-09-07 11:02:00,FT,Dom,0.0,0.3934577964623802,0.39168134152747375,global_fallback
2025-09-07 11:04:00,FT,Dom,1.2040000000000002,0.41121589736818154,0.41983115063638304,global_fallback
2025-09-07 11:05:00,FT,Dom,0.77,0.40947006695028476,0.41906687529947173,global_fallback
2025-09-07 11:38:00,FT,Dom,0.859,0.39948104480483393,0.4007818164200431,global_fallback
2025-09-07 20:27:00,FT,Dom,1.2650000000000001,0.39223415366077147,0.40748237172863194,global_fallback
2025-09-07 20:28:00,FH,Dom,-0.5,0.3860764097330212,0.40918042674838245,global_fallback
2025-09-07 20:39:00,FT,Dom,0.6699999999999999,0.40220321119766705,0.4135759698970189,global_fallback
2025-09-07 20:40:00,FT,Dom,0.97,0.3987121141582143,0.4115166465453135,global_fallback
2025-09-11 12:14:00,FT,Qui,0.95,0.4078140448511217,0.41492352480363265,global_fallback
2025-09-11 12:54:00,FH,Qui,-0.5,0.39730981322318126,0.4169630402906157,global_fallback
2025-09-11 13:16:00,FT,Qui,0.0,0.37709883060620014,0.40318135030259894,global_fallback
2025-09-11 13:17:00,FH,Qui,0.0,0.39510461864881957,0.39475976150461484,global_fallback
2025-09-11 13:22:00,FH,Qui,1.1230000000000002,0.3685664860667412,0.38545643095379967,global_fallback
2025-09-11 13:27:00,FT,Qui,-0.5,0.4120929558750356,0.4216793319404214,global_fallback
2025-09-11 13:44:00,FH,Qui,-1.0,0.36239777497241493,0.3802599753630623,global_fallback
2025-09-11 14:02:00,FT,Qui,-1.0,0.38090924693767586,0.40421193468961136,global_fallback
2025-09-11 14:02:00,FH,Qui,-0.5,0.3799364341684385,0.40696526685764134,global_fallback
2025-09-11 14:03:00,FT,Qui,1.149,0.4070860710460261,0.41677766190299864,global_fallback
2025-09-11 14:08:00,FH,Qui,-1.0,0.3895007521912194,0.4152292093470178,global_fallback
2025-09-11 14:25:00,FT,Qui,-1.0,0.37583893962667975,0.3986819407919291,global_fallback
2025-09-11 14:45:00,FH,Qui,0.8999999999999999,0.41571375888900053,0.4267297436144558,global_fallback
2025-09-11 14:45:00,FH,Qui,0.0,0.36789177253762856,0.3893666581109388,global_fallback
2025-09-11 14:55:00,FH,Qui,0.8300000000000001,0.379955074042625,0.3904425606771492,global_fallback
2025-09-11 15:04:00,FH,Qui,0.0,0.37903153524793587,0.38778775605176974,global_fallback
2025-09-11 15:15:00,FT,Qui,-1.0,0.39850932173618286,0.41894551938457747,global_fallback
2025-09-11 15:25:00,FH,Qui,-1.0,0.3723048022378942,0.3848628215174407,global_fallback
2025-09-11 15:30:00,FT,Qui,-1.0,0.37933653133865575,0.4031828113056832,global_fallback
2025-09-11 15:37:00,FT,Qui,0.97,0.39891852263963684,0.4176426621541894,global_fallback
2025-09-11 15:48:00,FH,Qui,0.714,0.39339611272318553,0.4103651603224956,global_fallback
2025-09-11 15:51:00,FT,Qui,-0.5,0.40916906417621,0.417231725868706,global_fallback
2025-09-11 15:53:00,FT,Qui,0.45999999999999996,0.41533932776171034,0.4260358103501926,global_fallback
2025-09-11 16:02:00,FT,Qui,0.859,0.39432950997373345,0.3942006089759971,global_fallback
2025-09-11 16:02:00,FT,Qui,0.859,0.3944564339786325,0.3943223460616535,global_fallback
2025-09-11 16:04:00,FT,Qui,-1.0,0.3979921518721087,0.41576076964258407,global_fallback
2025-09-11 16:42:00,FH,Qui,1.0299999999999998,0.378860723874837,0.4040502165443413,global_fallback
2025-09-11 18:07:00,FT,Qui,1.87,0.4031231091676319,0.41562601164772284,global_fallback
2025-09-11 18:10:00,FH,Qui,-0.5,0.38825250864599703,0.41237505721783024,global_fallback
2025-09-11 18:31:00,FT,Qui,-1.0,0.398415662734688,0.40076915480259984,global_fallback
2025-09-11 18:53:00,FT,Qui,-1.0,0.3967605751062942,0.4002958415402985,global_fallback
2025-09-11 19:00:00,FT,Qui,-0.5,0.42564807192523313,0.4270597938466732,global_fallback
