ts,DOW_name,Tipo,score_raw,score_cal,StakeMax_USD,ROI
2025-09-20 22:54:00,Sáb,FT,0.6050979011830673,0.39353597598055295,380.0,0.78
2025-09-21 01:48:00,Dom,FT,0.2017664859902035,0.09433962264150944,50.0,1.36
2025-09-21 11:59:00,Dom,FT,0.2035735523346122,0.09433962264150944,187.0,1.4900000000000002
2025-09-21 12:03:00,Dom,FT,0.1835560088636511,0.09433962264150944,302.0,-1.0
2025-09-21 12:18:00,Dom,FH,0.3086087528805311,0.3333333333333333,162.0,-1.0
2025-09-21 12:19:00,Dom,FT,0.3124643810493328,0.3333333333333333,273.0,-1.0
2025-09-21 12:21:00,Dom,FT,0.3112306797452541,0.3333333333333333,450.0,0.625
2025-09-21 12:28:00,Dom,FT,0.8434905107561201,0.5,710.0,-1.0
2025-09-21 13:08:00,Dom,FH,0.1504918816570424,0.0,231.0,0.6699999999999999
2025-09-21 13:14:00,Dom,FT,0.3223558091327321,0.3333333333333333,546.0,0.97
2025-09-21 13:20:00,Dom,FT,0.3612982327954858,0.35,465.0,0.76
2025-09-21 13:23:00,Dom,FT,0.0584766013357816,0.0,675.0,-1.0
2025-09-21 14:14:00,Dom,FT,0.2271415825750896,0.09433962264150944,273.0,-1.0
2025-09-21 14:17:00,Dom,FT,0.2896306351792189,0.09433962264150944,316.0,-1.0
2025-09-21 14:37:00,Dom,FT,0.0122472032155744,0.0,695.0,-1.0
2025-09-21 14:50:00,Dom,FH,0.1715111295042667,0.09433962264150944,80.0,0.8500000000000001
2025-09-21 15:27:00,Dom,FT,0.2632255272418783,0.09433962264150944,112.0,-1.0
2025-09-21 15:33:00,Dom,FT,0.1356690084551381,0.0,205.0,-1.0
2025-09-21 17:05:00,Dom,FH,0.8836892269610261,0.5,109.0,0.8999999999999999
2025-09-21 17:41:00,Dom,FT,0.2004887713504929,0.09433962264150944,736.0,-1.0
2025-09-21 18:03:00,Dom,FT,0.0833786958536966,0.0,632.0,0.714
2025-09-21 18:31:00,Dom,FH,0.4689829807634108,0.375,87.0,0.0
2025-09-21 18:39:00,Dom,FH,0.6226413711288432,0.4766779255838549,189.0,-1.0
2025-09-21 21:16:00,Dom,FH,0.4622829447459707,0.375,137.0,-0.5
